time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-05T23:11:50.140Z,17.8256,-66.8755,7,2.9,md,12,242,0.1495,0.13,pr,pr2020036048,2020-02-06T07:14:30.962Z,"19km SSE of Guanica, Puerto Rico",earthquake,0.75,1.1,0.29,7,reviewed,pr,pr
2020-02-06T09:36:15.528Z,63.0749,-150.6896,115.4,2.9,ml,,,,0.45,ak,ak0201pcghmk,2020-02-06T09:50:37.733Z,"88km NNW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-07T01:34:59.146Z,17.8043,-66.8536,11.83,2.9,ml,,218,0.241,0.3,us,us70007kl1,2020-02-07T09:37:35.449Z,"19km SSE of Guanica, Puerto Rico",earthquake,2.3,3.6,0.063,33,reviewed,us,us
2020-02-07T10:45:52.090Z,40.6193352,-124.5938339,17.52,2.9,md,43,230,0.3795,0.12,nc,nc73336781,2020-02-07T18:48:26.271Z,"28km W of Ferndale, CA",earthquake,0.81,0.67,0.11,20,automatic,nc,nc
2020-02-07T15:47:59.779Z,18.9861,-67.6465,35,2.9,ml,,326,0.723,0.26,us,us70007kvc,2020-02-07T16:52:09.040Z,"79km NW of San Antonio, Puerto Rico",earthquake,4.4,2,0.073,25,reviewed,us,us
2020-02-02T00:19:10.110Z,19.1046,-67.9831,5,2.91,md,12,327,0.879,0.51,pr,pr2020033012,2020-02-02T08:35:28.205Z,"72km NE of Punta Cana, Dominican Republic",earthquake,26.77,25.66,0.37,4,reviewed,pr,pr
2020-02-02T01:28:12.800Z,18.8608,-67.6711,10,2.91,md,15,182,0.5136,0.65,pr,pr2020033034,2020-02-05T04:34:23.040Z,"80km NW of San Antonio, Puerto Rico",earthquake,2.52,31.61,0.41,9,reviewed,pr,pr
2020-02-04T21:46:59.790Z,17.8638,-66.861,9,2.91,md,11,248,0.1128,0.14,pr,pr2020035047,2020-02-05T05:49:29.386Z,"21km SSE of Guanica, Puerto Rico",earthquake,0.83,0.82,0.47,7,reviewed,pr,pr
2020-02-04T03:56:33.610Z,17.945,-66.753,12,2.92,md,12,208,0.1297,0.2,pr,pr2020035009,2020-02-04T11:59:14.905Z,"6km SW of Tallaboa, Puerto Rico",earthquake,1.29,0.59,0.39,2,reviewed,pr,pr
2020-02-05T10:17:32.290Z,17.9008,-66.6135,3,2.92,md,10,212,0.1422,0.17,pr,pr2020036022,2020-02-05T18:19:56.648Z,"12km S of Ponce, Puerto Rico",earthquake,0.66,0.43,0.22,4,reviewed,pr,pr
2020-02-06T19:29:46.280Z,17.831,-66.8575,3,2.92,md,12,240,0.1457,0.13,pr,pr2020037028,2020-02-07T03:32:18.284Z,"16km SSE of Guanica, Puerto Rico",earthquake,0.6,0.45,0.32,8,reviewed,pr,pr
2020-02-08T02:24:23.370Z,17.952,-66.7183,12,2.92,md,11,206,0.1442,0.17,pr,pr2020039004,2020-02-08T10:26:59.979Z,"4km S of Tallaboa, Puerto Rico",earthquake,0.85,0.47,0.24,6,reviewed,pr,pr
2020-02-08T18:23:13.240Z,17.9595,-66.9311,11,2.92,md,12,208,0.0542,0.18,pr,pr2020039041,2020-02-08T20:04:03.040Z,"3km SW of Guanica, Puerto Rico",earthquake,0.85,0.44,0.32,5,reviewed,pr,pr
2020-02-02T08:00:09.060Z,17.95,-66.8115,13,2.93,md,12,207,0.0722,0.13,pr,pr2020033037,2020-02-02T22:12:16.730Z,"4km S of Indios, Puerto Rico",earthquake,0.95,0.42,0.34,7,reviewed,pr,pr
2020-02-03T00:37:21.080Z,17.9065,-66.7053,6,2.93,md,12,212,0.1685,0.15,pr,pr2020034004,2020-02-04T04:42:44.040Z,"11km SSE of Tallaboa, Puerto Rico",earthquake,0.82,0.53,0.37,8,reviewed,pr,pr
2020-02-04T10:09:36.820Z,17.948,-66.7506,14,2.93,md,11,206,0.1314,0.14,pr,pr2020035020,2020-02-04T18:12:13.651Z,"6km SW of Tallaboa, Puerto Rico",earthquake,0.84,0.78,0.3,6,reviewed,pr,pr
2020-02-05T02:42:55.970Z,17.8405,-66.8653,9,2.93,md,12,238,0.1353,0.08,pr,pr2020036010,2020-02-05T04:30:17.865Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.46,0.59,0.29,4,reviewed,pr,pr
2020-02-08T02:48:17.210Z,17.9061,-66.8493,15,2.93,ml,12,220,0.0752,0.2,pr,pr2020039005,2020-02-08T10:50:56.692Z,"9km SSE of Maria Antonia, Puerto Rico",earthquake,1.06,0.58,0,0,reviewed,pr,pr
2020-02-03T08:51:21.340Z,17.854,-66.8238,6,2.94,md,10,243,0.1332,0.08,pr,pr2020034011,2020-02-03T09:50:51.509Z,"15km SE of Guanica, Puerto Rico",earthquake,0.73,0.3,0.35,4,reviewed,pr,pr
2020-02-05T01:02:15.390Z,17.8538,-66.8711,9,2.94,md,12,235,0.1216,0.06,pr,pr2020036002,2020-02-05T01:29:25.321Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.53,0.61,0.16,3,reviewed,pr,pr
2020-02-05T17:30:39.670Z,17.9878,-66.8703,11,2.94,md,12,134,0.0155,0.29,pr,pr2020036038,2020-02-06T01:33:12.867Z,"2km E of Maria Antonia, Puerto Rico",earthquake,1.04,0.72,0.23,5,reviewed,pr,pr
2020-02-02T00:06:49.790Z,19.2345,-68.316,7,2.95,md,12,337,1.1928,0.44,pr,pr2020033013,2020-02-02T08:55:29.125Z,"72km N of Punta Cana, Dominican Republic",earthquake,25.84,24.79,0.17,5,reviewed,pr,pr
2020-02-03T01:06:43.930Z,17.9198,-66.7075,7,2.95,md,12,209,0.1593,0.09,pr,pr2020034006,2020-02-03T09:09:08.271Z,"9km SSE of Tallaboa, Puerto Rico",earthquake,0.55,0.34,0.46,8,reviewed,pr,pr
2020-02-04T23:04:21.790Z,17.8326,-66.887,8,2.95,md,12,242,0.1427,0.12,pr,pr2020035050,2020-02-05T07:06:56.149Z,"22km S of Guanica, Puerto Rico",earthquake,0.53,0.7,0.4,9,reviewed,pr,pr
2020-02-06T13:20:43.710Z,35.6825,-117.4045,8.13,2.95,ml,37,71,0.08965,0.12,ci,ci39293816,2020-02-06T21:58:20.672Z,"9km SSW of Trona, CA",earthquake,0.13,0.52,0.158,88,reviewed,ci,ci
2020-02-04T01:32:01.010Z,17.9391,-66.899,12,2.96,md,12,213,0.0411,0.15,pr,pr2020035002,2020-02-04T09:34:36.439Z,"9km S of Guanica, Puerto Rico",earthquake,0.92,0.46,0.34,6,reviewed,pr,pr
2020-02-08T16:55:20.070Z,17.7571,-66.87,3,2.96,md,11,250,0.2182,0.39,pr,pr2020039038,2020-02-08T18:35:02.989Z,"24km S of Guanica, Puerto Rico",earthquake,1.59,1.22,0.15,4,reviewed,pr,pr
2020-02-02T03:26:30.430Z,18.9135,-68.1143,6,2.97,md,10,334,0.8266,0.48,pr,pr2020033008,2020-02-02T11:28:56.069Z,"76km NE of Punta Cana, Dominican Republic",earthquake,27.91,26.82,0.33,8,reviewed,pr,pr
2020-02-05T12:07:26.040Z,17.8678,-66.853,7,2.98,md,10,247,0.1104,0.13,pr,pr2020036023,2020-02-05T20:09:52.846Z,"12km SSE of Guanica, Puerto Rico",earthquake,0.76,0.3,0.38,5,reviewed,pr,pr
2020-02-02T11:21:50.920Z,19.0856,-67.75,10,2.99,md,8,318,0.7516,0.33,pr,pr2020033036,2020-02-02T21:27:47.193Z,"88km NE of Punta Cana, Dominican Republic",earthquake,3.07,31.61,0.21,6,reviewed,pr,pr
2020-02-04T03:09:20.650Z,17.8405,-66.856,7,2.99,md,12,237,0.1366,0.07,pr,pr2020035006,2020-02-04T03:44:04.377Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.69,0.32,0.21,4,reviewed,pr,pr
2020-02-05T00:27:45.490Z,17.8496,-66.8711,7,2.99,md,12,236,0.1258,0.04,pr,pr2020036001,2020-02-05T08:30:12.666Z,"22km SSE of Guanica, Puerto Rico",earthquake,0.42,0.23,0.24,7,reviewed,pr,pr
2020-02-02T01:37:53.394Z,19.0187,-67.756,10,3,ml,,318,0.82,0.4,us,us60007mgu,2020-02-02T09:40:20.907Z,"83km NE of Punta Cana, Dominican Republic",earthquake,4.8,2,0.06,37,reviewed,us,us
2020-02-02T13:22:00.850Z,19.0781,-67.886,10,3,md,12,323,0.8042,0.5,pr,pr2020033051,2020-02-05T19:45:41.040Z,"93km NE of Punta Cana, Dominican Republic",earthquake,3.98,31.61,0.17,7,reviewed,pr,pr
2020-02-02T15:19:26.265Z,51.0057,-179.8618,27.3,3,ml,,,,0.45,ak,ak0201its36g,2020-02-05T21:19:17.017Z,"59km WSW of Amatignak Island, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2020-02-05T00:36:39.790Z,41.3805,-107.137,5,3,ml,,124,0.857,0.46,us,us70007isk,2020-02-05T04:20:06.559Z,"28km WSW of Saratoga, Wyoming",earthquake,3.3,2,0.041,78,reviewed,us,us
2020-02-05T01:23:38.930Z,17.9288,-66.8238,10,3,md,12,212,0.0722,0.13,pr,pr2020036004,2020-02-05T09:26:11.180Z,"5km S of Indios, Puerto Rico",earthquake,0.86,0.53,0.19,6,reviewed,pr,pr
2020-02-06T23:11:30.022Z,56.2892,-157.3933,55.4,3,ml,,,,0.67,ak,ak0201pkn8dw,2020-02-06T23:23:18.806Z,"84km E of Chignik Lake, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-02-06T23:23:02.077Z,68.6276,-145.7056,0,3,ml,,,,0.76,ak,ak0201pkpnhd,2020-02-07T00:03:23.040Z,"116km NNE of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-07T04:04:34.945Z,69.1527,-144.6783,10,3,ml,,109,0.586,0.94,us,us70007knb,2020-02-08T00:11:56.040Z,"116km SSW of Kaktovik, Alaska",earthquake,2.5,2,0.037,98,reviewed,us,us
2020-02-08T05:37:37.257Z,39.8638,-98.3495,5,3,mb_lg,,49,1.466,0.47,us,us70007lee,2020-02-08T21:20:58.983Z,"14km NW of Mankato, Kansas",earthquake,2.7,2,0.05,105,reviewed,us,us
2020-02-08T08:05:48.370Z,17.9585,-66.9945,13,3,ml,11,213,0.1165,0.19,pr,pr2020039014,2020-02-08T08:42:41.040Z,"5km ENE of La Parguera, Puerto Rico",earthquake,1.3,0.48,0,0,reviewed,pr,pr
2020-02-03T06:07:14.850Z,18.0123,-66.7906,17,3.01,md,12,167,0.0961,0.23,pr,pr2020034013,2020-02-03T09:47:50.236Z,"0km S of Guayanilla, Puerto Rico",earthquake,1.04,0.75,0.2,8,reviewed,pr,pr
2020-02-06T03:09:11.640Z,17.8545,-66.7858,7,3.02,md,12,231,0.1525,0.21,pr,pr2020037001,2020-02-06T11:11:48.989Z,"15km SSE of Indios, Puerto Rico",earthquake,1.28,1.52,0.2,7,reviewed,pr,pr
2020-02-08T18:20:36.468Z,35.07926559,-95.3552475,5,3.02,ml,32,223.8522606,0.1540809423,0.9002516932,ok,ok2020csvl,2020-02-08T19:58:42.040Z,"4km WNW of Quinton, Oklahoma",earthquake,4.537441094,,,24,automatic,ok,ok
2020-02-02T09:26:15.320Z,17.9336,-66.9276,9,3.03,md,11,217,0.0638,0.09,pr,pr2020033015,2020-02-02T17:28:40.321Z,"4km S of Guanica, Puerto Rico",earthquake,0.75,0.45,0.19,6,reviewed,pr,pr
2020-02-02T12:40:07.540Z,18.8273,-67.6671,10,3.04,md,15,179,0.4811,0.91,pr,pr2020033044,2020-02-05T06:43:56.040Z,"77km NW of San Antonio, Puerto Rico",earthquake,3.74,31.61,0.39,10,reviewed,pr,pr
2020-02-04T01:55:47.720Z,17.9013,-66.8695,11,3.04,md,12,223,0.0744,0.14,pr,pr2020035003,2020-02-04T09:58:12.823Z,"8km SSE of Guanica, Puerto Rico",earthquake,0.87,0.53,0.35,5,reviewed,pr,pr
2020-02-05T01:37:07.660Z,18.865,-67.5926,5,3.04,md,8,206,0.4938,0.29,pr,pr2020036007,2020-02-05T09:39:40.111Z,"71km NW of Aguadilla, Puerto Rico",earthquake,1.29,1.81,0.15,3,reviewed,pr,pr
2020-02-02T04:52:50.180Z,17.9051,-66.6201,4,3.05,md,12,211,0.1384,0.36,pr,pr2020033009,2020-02-02T12:56:39.286Z,"11km S of Ponce, Puerto Rico",earthquake,1,0.84,0.26,8,reviewed,pr,pr
2020-02-02T05:04:51.310Z,17.9821,-66.7708,15,3.05,md,12,190,0.1086,0.24,pr,pr2020033011,2020-02-02T13:07:16.296Z,"3km S of Magas Arriba, Puerto Rico",earthquake,0.84,0.71,0.19,7,reviewed,pr,pr
2020-02-03T15:35:46.170Z,17.895,-66.8686,11,3.05,md,12,224,0.0808,0.16,pr,pr2020034026,2020-02-03T23:38:21.642Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.9,0.65,0.28,7,reviewed,pr,pr
2020-02-02T00:33:02.280Z,18.9781,-67.8468,26,3.06,md,8,322,0.6983,0.41,pr,pr2020033025,2020-02-02T16:59:48.434Z,"73km NE of Punta Cana, Dominican Republic",earthquake,3.29,25.66,0.26,3,reviewed,pr,pr
2020-02-02T11:41:17.600Z,18.0033,-67.0556,6,3.06,md,11,175,0.0541,0.1,pr,pr2020033017,2020-02-02T19:43:50.540Z,"3km NW of La Parguera, Puerto Rico",earthquake,0.63,0.34,0.31,6,reviewed,pr,pr
2020-02-03T08:27:08.720Z,17.937,-66.7106,10,3.06,md,10,210,0.1486,0.12,pr,pr2020034020,2020-02-03T16:29:36.761Z,"6km S of Tallaboa, Puerto Rico",earthquake,0.79,0.51,0.06,4,reviewed,pr,pr
2020-02-05T01:15:50.100Z,17.8565,-66.8576,9,3.06,md,12,233,0.1205,0.1,pr,pr2020036003,2020-02-05T09:18:31.579Z,"16km SSE of Guanica, Puerto Rico",earthquake,0.61,0.58,0.28,8,reviewed,pr,pr
2020-02-06T11:05:29.590Z,40.2875,-124.3615,7.48,3.06,ml,21,246,0.0145,0.13,nc,nc73336291,2020-02-06T20:03:59.759Z,"8km WSW of Petrolia, CA",earthquake,0.65,0.3,0.23,21,reviewed,nc,nc
2020-02-06T13:31:39.060Z,17.8231,-66.8881,6,3.06,md,12,244,0.1523,0.12,pr,pr2020037016,2020-02-06T21:34:16.805Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.53,0.34,0.13,6,reviewed,pr,pr
2020-02-08T09:19:30.480Z,17.7626,-66.8693,4,3.06,md,12,249,0.2127,0.33,pr,pr2020039021,2020-02-08T12:53:19.785Z,"23km S of Guanica, Puerto Rico",earthquake,1.34,1.16,0.17,7,reviewed,pr,pr
2020-02-02T00:55:23.290Z,17.9211,-66.834,12,3.07,md,12,215,0.0704,0.11,pr,pr2020033029,2020-02-02T19:44:44.876Z,"16km S of Indios, Puerto Rico",earthquake,1.01,0.41,0,1,reviewed,pr,pr
2020-02-04T03:02:02.700Z,17.9448,-66.8103,13,3.07,md,12,208,0.0753,0.18,pr,pr2020035005,2020-02-04T11:04:28.004Z,"5km S of Indios, Puerto Rico",earthquake,1.15,0.43,0.4,7,reviewed,pr,pr
2020-02-05T15:02:54.600Z,19.1475,-67.8888,19,3.07,md,9,325,0.8661,0.24,pr,pr2020036033,2020-02-05T22:49:33.040Z,"86km NW of San Antonio, Puerto Rico",earthquake,9.04,18.28,0.44,2,reviewed,pr,pr
2020-02-07T08:10:56.950Z,17.9181,-66.6038,5,3.07,md,11,209,0.1247,0.19,pr,pr2020038006,2020-02-08T07:34:24.040Z,"9km SSE of Ponce, Puerto Rico",earthquake,0.68,0.54,0.39,7,reviewed,pr,pr
2020-02-02T17:11:29.420Z,19.3166,-67.406,33,3.08,md,12,303,0.8988,0.31,pr,pr2020033063,2020-02-03T08:16:14.476Z,"96km NNW of San Antonio, Puerto Rico",earthquake,1.99,13.6,0.43,9,reviewed,pr,pr
2020-02-04T16:52:07.220Z,17.8765,-66.858,11,3.08,md,12,229,0.1008,0.11,pr,pr2020035036,2020-02-05T00:54:41.273Z,"18km SSE of Guanica, Puerto Rico",earthquake,0.91,0.43,0.31,5,reviewed,pr,pr
2020-02-05T06:37:28.520Z,19.2255,-155.407,32.92,3.08,ml,69,140,0.01494,0.12,hv,hv71369817,2020-02-07T20:46:31.808Z,"7km ENE of Pahala, Hawaii",earthquake,0.41,0.54,0.17,50,reviewed,hv,hv
2020-02-05T16:05:51.310Z,17.8326,-66.8415,8,3.08,md,12,238,0.1474,0.08,pr,pr2020036034,2020-02-05T23:20:16.040Z,"25km SSE of Guanica, Puerto Rico",earthquake,0.55,0.71,0.19,5,reviewed,pr,pr
2020-02-06T06:11:06.760Z,17.8895,-66.8906,14,3.08,md,12,240,0.0864,0.16,pr,pr2020037005,2020-02-06T14:14:02.425Z,"11km SSE of Guanica, Puerto Rico",earthquake,1,0.61,0.19,8,reviewed,pr,pr
2020-02-08T10:25:44.680Z,17.7496,-66.8483,4,3.08,md,12,255,0.2276,0.31,pr,pr2020039023,2020-02-08T18:28:13.058Z,"26km SSE of Guanica, Puerto Rico",earthquake,1.33,1.02,0.17,8,reviewed,pr,pr
2020-02-08T07:17:40.400Z,17.7563,-66.8568,4,3.09,md,11,254,0.2199,0.36,pr,pr2020039013,2020-02-08T08:27:55.040Z,"30km SSE of Guanica, Puerto Rico",earthquake,1.17,1.08,0.19,6,reviewed,pr,pr
2020-02-02T03:03:18.460Z,66.0007,-166.3398,11.2,3.1,ml,,,,0.63,ak,ak0201imjo0u,2020-02-05T21:17:22.021Z,"29km SSW of Shishmaref, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-02T04:58:29.030Z,19.0083,-67.6941,24,3.1,ml,11,228,0.6598,0.42,pr,pr2020033020,2020-02-05T04:44:42.040Z,"69km NW of San Antonio, Puerto Rico",earthquake,2.38,31.14,0,0,reviewed,pr,pr
2020-02-02T09:15:54.220Z,18.9005,-67.6665,10,3.1,md,14,185,0.549,0.65,pr,pr2020033031,2020-02-02T19:43:41.586Z,"72km NW of San Antonio, Puerto Rico",earthquake,2.63,31.61,0.33,8,reviewed,pr,pr
2020-02-02T19:50:54.156Z,37.7952,-114.3039,7.4,3.1,ml,10,69.59,0.212,0.1837,nn,nn00716423,2020-02-03T22:18:40.680Z,"19km SSE of Pioche, Nevada",earthquake,,3.1,0,1,reviewed,nn,nn
2020-02-03T18:23:23.017Z,66.3467,-157.5527,0.1,3.1,ml,,,,0.9,ak,ak0201kj4l6e,2020-02-03T23:07:47.040Z,"72km SSW of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-04T03:50:36.070Z,17.7733,-66.8843,2,3.1,md,12,249,0.2019,0.33,pr,pr2020035008,2020-02-04T11:53:06.467Z,"22km S of Guanica, Puerto Rico",earthquake,1.29,0.99,0.11,5,reviewed,pr,pr
2020-02-04T17:12:53.380Z,66.4321,-156.9903,0,3.1,ml,,,,0.61,ak,ak0201m607ar,2020-02-04T21:33:03.040Z,"75km S of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-06T11:53:03.221Z,66.4229,-157.2512,3.1,3.1,ml,,,,0.79,ak,ak0201pdqz53,2020-02-06T12:04:44.184Z,"56km SSW of Kobuk, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-02-04T13:15:10.130Z,17.9061,-66.7388,7,3.11,md,11,212,0.1564,0.11,pr,pr2020035026,2020-02-04T21:17:53.053Z,"9km SSW of Tallaboa, Puerto Rico",earthquake,0.85,0.5,0.23,5,reviewed,pr,pr
2020-02-05T00:11:42.890Z,17.8313,-66.891,9,3.11,md,12,242,0.1443,0.14,pr,pr2020036000,2020-02-06T02:58:27.040Z,"24km S of Guanica, Puerto Rico",earthquake,0.68,0.86,0.28,8,reviewed,pr,pr
2020-02-02T12:17:42.740Z,17.9856,-67.064,7,3.12,md,12,203,0.0501,0.1,pr,pr2020033019,2020-02-02T20:20:22.663Z,"3km NNW of La Parguera, Puerto Rico",earthquake,0.88,0.55,0.26,6,reviewed,pr,pr
2020-02-03T09:00:15.710Z,17.9065,-66.7728,7,3.12,md,11,218,0.1266,0.12,pr,pr2020034021,2020-02-03T11:08:14.453Z,"10km SSE of Indios, Puerto Rico",earthquake,0.81,0.33,0.24,4,reviewed,pr,pr
2020-02-07T16:06:44.090Z,17.9111,-67.0296,8,3.14,md,12,247,0.1244,0.07,pr,pr2020038017,2020-02-08T00:09:11.506Z,"8km S of La Parguera, Puerto Rico",earthquake,0.78,1.29,0.3,6,reviewed,pr,pr
2020-02-05T02:02:40.350Z,17.976,-66.7805,16,3.15,md,12,193,0.0987,0.21,pr,pr2020036005,2020-02-05T10:05:06.208Z,"2km NNW of Magas Arriba, Puerto Rico",earthquake,0.94,0.67,0.22,7,reviewed,pr,pr
2020-02-06T15:25:52.490Z,17.9388,-66.9365,8,3.15,md,11,217,0.0678,0.12,pr,pr2020037024,2020-02-07T15:37:51.040Z,"16km S of Guanica, Puerto Rico",earthquake,0.61,0.72,0.03,5,reviewed,pr,pr
2020-02-03T10:39:57.770Z,40.4341667,-124.6501667,23.8,3.16,ml,51,234,0.2422,0.15,nc,nc73335171,2020-02-06T03:01:33.280Z,"33km WNW of Petrolia, CA",earthquake,0.6,0.95,0.259,52,reviewed,nc,nc
2020-02-06T13:09:59.980Z,17.8811,-66.8435,11,3.16,md,12,227,0.1005,0.1,pr,pr2020037018,2020-02-06T15:44:00.040Z,"7km S of Indios, Puerto Rico",earthquake,0.76,0.49,0.26,7,reviewed,pr,pr
2020-02-07T16:18:23.020Z,17.9236,-67.0251,8,3.16,md,12,243,0.1183,0.06,pr,pr2020038019,2020-02-08T00:20:59.940Z,"9km S of La Parguera, Puerto Rico",earthquake,0.8,1.08,0.34,6,reviewed,pr,pr
2020-02-08T16:41:07.230Z,17.8126,-66.8621,10,3.16,md,12,244,0.1634,0.23,pr,pr2020039037,2020-02-08T17:24:05.638Z,"18km SSE of Guanica, Puerto Rico",earthquake,1.15,0.9,0.12,4,reviewed,pr,pr
2020-02-02T10:59:08.880Z,18.0083,-66.7295,14,3.17,md,11,178,0.128,0.08,pr,pr2020033016,2020-02-02T19:01:38.130Z,"0km ESE of Tallaboa, Puerto Rico",earthquake,0.48,0.84,0.27,6,reviewed,pr,pr
2020-02-02T12:36:18.850Z,18.9428,-67.6321,22,3.17,md,11,321,0.5789,0.38,pr,pr2020033022,2020-02-02T20:38:51.486Z,"78km NW of San Antonio, Puerto Rico",earthquake,2,31.24,0.24,3,reviewed,pr,pr
2020-02-05T13:31:55.870Z,19.1261,-67.1726,10,3.19,md,13,211,0.6615,0.58,pr,pr2020036032,2020-02-05T21:34:27.802Z,"69km N of Isabela, Puerto Rico",earthquake,1.79,3.83,0.3,7,reviewed,pr,pr
2020-02-05T05:23:32.703Z,52.2342,-168.3796,33.8,3.2,ml,,,,1.12,ak,ak0201nmgu1y,2020-02-05T19:34:12.827Z,"85km SSE of Nikolski, Alaska",earthquake,,8.1,,,reviewed,ak,ak
2020-02-08T10:35:29.710Z,17.7658,-66.859,5,3.2,md,12,254,0.2103,0.26,pr,pr2020039025,2020-02-08T18:37:56.448Z,"33km S of Guanica, Puerto Rico",earthquake,1.18,0.94,0.12,6,reviewed,pr,pr
2020-02-03T07:54:49.760Z,17.8755,-66.8058,6,3.21,md,11,238,0.1237,0.09,pr,pr2020034019,2020-02-03T15:57:24.756Z,"13km S of Indios, Puerto Rico",earthquake,0.72,0.34,0.11,5,reviewed,pr,pr
2020-02-07T02:42:26.079Z,35.09883333,-95.3885,6.33,3.21,ml,64,199,0,0.21,ok,ok2020cpuz,2020-02-08T02:43:58.305Z,"3km S of Quinton, Oklahoma",earthquake,,0.5,0.17,9,reviewed,ok,ok
2020-02-07T06:12:30.180Z,17.906,-66.6728,4,3.21,md,12,211,0.1521,0.21,pr,pr2020038007,2020-02-08T07:32:35.040Z,"8km SSE of Tallaboa, Puerto Rico",earthquake,0.69,0.57,0.12,4,reviewed,pr,pr
2020-02-03T11:12:54.350Z,17.9711,-66.8608,14,3.22,md,11,201,0.0188,0.13,pr,pr2020034022,2020-02-03T13:56:56.956Z,"3km ESE of Maria Antonia, Puerto Rico",earthquake,0.74,0.5,0.2,7,reviewed,pr,pr
